GeneID	k_cluster	Gene name	Human gene stable ID	Human gene name	Mouse gene stable ID	Mouse gene name
ENSCAFG00000012442	2	DDX6	ENSG00000110367	DDX6	ENSMUSG00000032097	Ddx6
ENSCAFG00000012447	0	TRAF3IP1	ENSG00000204104	TRAF3IP1	ENSMUSG00000034292	Traf3ip1
ENSCAFG00000012494	0	TACC2	ENSG00000138162	TACC2	ENSMUSG00000030852	Tacc2
ENSCAFG00000012497	1	ICA1L	ENSG00000163596	ICA1L	ENSMUSG00000026018	Ica1l
ENSCAFG00000012499	0	SCNM1	ENSG00000163156	SCNM1	ENSMUSG00000092607	Scnm1
ENSCAFG00000012507	0		ENSG00000109971	HSPA8	ENSMUSG00000015656	Hspa8
ENSCAFG00000012509	4	TAF4	ENSG00000130699	TAF4	ENSMUSG00000039117	Taf4
ENSCAFG00000012519	1	WDR12	ENSG00000138442	WDR12	ENSMUSG00000026019	Wdr12
ENSCAFG00000012520	0	CD52	ENSG00000169442	CD52	ENSMUSG00000000682	Cd52
ENSCAFG00000012539	4	ABHD11	ENSG00000106077	ABHD11	ENSMUSG00000040532	Abhd11
ENSCAFG00000012543	3	ATRIP	ENSG00000164053	ATRIP	ENSMUSG00000025646	Atrip
ENSCAFG00000012547	3	PLEKHA1	ENSG00000107679	PLEKHA1	ENSMUSG00000040268	Plekha1
ENSCAFG00000012552	0	SS18L1	ENSG00000184402	SS18L1	ENSMUSG00000039086	Ss18l1
ENSCAFG00000012572	2	ARCN1	ENSG00000095139	ARCN1	ENSMUSG00000032096	Arcn1
ENSCAFG00000012574	2	ZNF148	ENSG00000163848	ZNF148	ENSMUSG00000022811	Zfp148
ENSCAFG00000012576	4	ZDHHC24	ENSG00000174165	ZDHHC24	ENSMUSG00000006463	Zdhhc24
ENSCAFG00000012581	4	CEP85	ENSG00000130695	CEP85	ENSMUSG00000037443	Cep85
ENSCAFG00000012582	1	G2E3	ENSG00000092140	G2E3	ENSMUSG00000035293	G2e3
ENSCAFG00000012586	5	RERGL	ENSG00000111404	RERGL	ENSMUSG00000092164	Rergl
ENSCAFG00000012594	2	SYAP1	ENSG00000169895	SYAP1	ENSMUSG00000031357	Syap1
ENSCAFG00000012603	3	IFT46	ENSG00000118096	IFT46	ENSMUSG00000002031	Ift46
ENSCAFG00000012605	4	ZNF687	ENSG00000143373	ZNF687	ENSMUSG00000019338	Zfp687
ENSCAFG00000012638	4	DPP3	ENSG00000254986	DPP3	ENSMUSG00000063904	Dpp3
ENSCAFG00000012641	3	PSTK	ENSG00000179988	PSTK	ENSMUSG00000063179	Pstk
ENSCAFG00000012644	2	NBEAL1	ENSG00000144426	NBEAL1	ENSMUSG00000073664	Nbeal1
ENSCAFG00000012655	2	PDIK1L	ENSG00000175087	PDIK1L	ENSMUSG00000050890	Pdik1l
ENSCAFG00000012667	1	CYBRD1	ENSG00000071967	CYBRD1	ENSMUSG00000027015	Cybrd1
ENSCAFG00000012669	5	ANKMY1	ENSG00000144504	ANKMY1	ENSMUSG00000034212	Ankmy1
ENSCAFG00000012679	2	STRAP	ENSG00000023697	DERA	ENSMUSG00000030225	Dera
ENSCAFG00000012680	0	RNPEPL1	ENSG00000142327	RNPEPL1	ENSMUSG00000026269	Rnpepl1
ENSCAFG00000012684	2	CEP350	ENSG00000135837	CEP350	ENSMUSG00000033671	Cep350
ENSCAFG00000012686	4	CCDC157	ENSG00000187860	CCDC157	ENSMUSG00000051427	Ccdc157
ENSCAFG00000012687	4	EIF4G1	ENSG00000114867	EIF4G1	ENSMUSG00000045983	Eif4g1
ENSCAFG00000012688	5	RBBP7	ENSG00000102054	RBBP7	ENSMUSG00000031353	Rbbp7
ENSCAFG00000012692	4	RNF215	ENSG00000099999	RNF215	ENSMUSG00000003581	Rnf215
ENSCAFG00000012693	4	CABLES2	ENSG00000149679	CABLES2	ENSMUSG00000038990	Cables2
ENSCAFG00000012696	1	DYNC1I2	ENSG00000077380	DYNC1I2	ENSMUSG00000027012	Dync1i2
ENSCAFG00000012719	0	POGZ	ENSG00000143442	POGZ	ENSMUSG00000038902	Pogz
ENSCAFG00000012727	0	MRGBP	ENSG00000101189	MRGBP	ENSMUSG00000027569	Mrgbp
ENSCAFG00000012730	5	IQCG	ENSG00000114473	IQCG	ENSMUSG00000035578	Iqcg
ENSCAFG00000012732	5	KLHDC9	ENSG00000162755	KLHDC9	ENSMUSG00000045259	Klhdc9
ENSCAFG00000012733	5	PFDN2	ENSG00000143256	PFDN2	ENSMUSG00000006412	Pfdn2
ENSCAFG00000012749	3	GID8	ENSG00000101193	GID8	ENSMUSG00000027573	Gid8
ENSCAFG00000012752	3	FAM53B	ENSG00000189319	FAM53B	ENSMUSG00000030956	Fam53b
ENSCAFG00000012764	4	CLCN2	ENSG00000114859	CLCN2	ENSMUSG00000022843	Clcn2
ENSCAFG00000012767	4	RUBCN	ENSG00000145016	RUBCN	ENSMUSG00000035629	Rubcn
ENSCAFG00000012773	4	USP21	ENSG00000143258	USP21	ENSMUSG00000053483	Usp21
ENSCAFG00000012785	4	NKAIN4	ENSG00000101198	NKAIN4	ENSMUSG00000027574	Nkain4
ENSCAFG00000012817	1	ABI2	ENSG00000138443	ABI2	ENSMUSG00000026782	Abi2
ENSCAFG00000012818	5	DDX42	ENSG00000198231	DDX42	ENSMUSG00000020705	Ddx42
ENSCAFG00000012846	5	PASK	ENSG00000115687	PASK	ENSMUSG00000026274	Pask
ENSCAFG00000012851	0	TRIM41	ENSG00000146063	TRIM41	ENSMUSG00000040365	Trim41
ENSCAFG00000012856	5	TDRKH	ENSG00000182134	TDRKH	ENSMUSG00000041912	Tdrkh
ENSCAFG00000012863	2	CCDC47	ENSG00000108588	CCDC47	ENSMUSG00000078622	Ccdc47
ENSCAFG00000012874	2	PDE6H	ENSG00000139053	PDE6H	ENSMUSG00000064330	Pde6h
ENSCAFG00000012888	0	RSRP1	ENSG00000117616	RSRP1	ENSMUSG00000037266	Rsrp1
ENSCAFG00000012890	1	HAT1	ENSG00000128708	HAT1	ENSMUSG00000027018	Hat1
ENSCAFG00000012899	4	KLC2	ENSG00000174996	KLC2	ENSMUSG00000024862	Klc2
ENSCAFG00000012902	4	TOMM40L	ENSG00000158882	TOMM40L	ENSMUSG00000005674	Tomm40l
ENSCAFG00000012909	4	ZNF592	ENSG00000166716	ZNF592	ENSMUSG00000005621	Zfp592
ENSCAFG00000012917	4	METAP1D	ENSG00000172878	METAP1D	ENSMUSG00000041921	Metap1d
ENSCAFG00000012918	4	TNK2	ENSG00000061938	TNK2	ENSMUSG00000022791	Tnk2
ENSCAFG00000012919	3	CDC25A	ENSG00000164045	CDC25A	ENSMUSG00000032477	Cdc25a
ENSCAFG00000012938	4	MGAT1	ENSG00000131446	MGAT1	ENSMUSG00000020346	Mgat1
ENSCAFG00000012942	4	SRMS	ENSG00000125508	SRMS	ENSMUSG00000027579	Srms
ENSCAFG00000012947	3	RCAN3	ENSG00000117602	RCAN3	ENSMUSG00000059713	Rcan3
ENSCAFG00000012954	5	FANK1	ENSG00000203780	FANK1	ENSMUSG00000053111	Fank1
ENSCAFG00000012958	5	HEXD	ENSG00000169660	HEXD	ENSMUSG00000039307	Hexdc
ENSCAFG00000012966	5	STPG1	ENSG00000001460	STPG1	ENSMUSG00000028801	Stpg1
ENSCAFG00000012968	4	HELZ2	ENSG00000130589	HELZ2	ENSMUSG00000027580	Helz2
ENSCAFG00000012989	3	H4-16	ENSG00000275126	H4C13	ENSMUSG00000069305	H4c18
ENSCAFG00000012990	0	FARP2	ENSG00000006607	FARP2	ENSMUSG00000034066	Farp2
ENSCAFG00000012997	4	CFAP126	ENSG00000188931	CFAP126	ENSMUSG00000026649	Cfap126
ENSCAFG00000012999	4	PPIP5K1	ENSG00000168781	PPIP5K1	ENSMUSG00000033526	Ppip5k1
ENSCAFG00000013008	4	GMEB2	ENSG00000101216	GMEB2	ENSMUSG00000038705	Gmeb2
ENSCAFG00000013013	2	RNF168	ENSG00000163961	RNF168	ENSMUSG00000014074	Rnf168
ENSCAFG00000013022	0	CEP164	ENSG00000110274	CEP164	ENSMUSG00000043987	Cep164
ENSCAFG00000013028	0	FBXO45	ENSG00000174013	FBXO45	ENSMUSG00000035764	Fbxo45
ENSCAFG00000013036	1	FN3KRP	ENSG00000141560	FN3KRP	ENSMUSG00000039253	Fn3krp
ENSCAFG00000013038	0	DHX30	ENSG00000132153	DHX30	ENSMUSG00000032480	Dhx30
ENSCAFG00000013039	2	ZNF365	ENSG00000138311	ZNF365	ENSMUSG00000037855	Zfp365
ENSCAFG00000013046	4	CEP19	ENSG00000174007	CEP19	ENSMUSG00000035790	Cep19
ENSCAFG00000013050	3	PIGX	ENSG00000174004	NRROS	ENSMUSG00000052384	Nrros
ENSCAFG00000013054	0	ATG4B	ENSG00000168397	ATG4B	ENSMUSG00000026280	Atg4b
ENSCAFG00000013056	3	ZGPAT	ENSG00000273154	AL121845.3	ENSMUSG00000027582	Zgpat
ENSCAFG00000013060	3	PDK1	ENSG00000152256	PDK1	ENSMUSG00000006494	Pdk1
ENSCAFG00000013067	2	PAK2	ENSG00000180370	PAK2	ENSMUSG00000022781	Pak2
ENSCAFG00000013072	0	TPD52L2	ENSG00000101150	TPD52L2	ENSMUSG00000000827	Tpd52l2
ENSCAFG00000013084	3		ENSG00000101152	DNAJC5	ENSMUSG00000000826	Dnajc5
ENSCAFG00000013088	5	ING5	ENSG00000168395	ING5	ENSMUSG00000026283	Ing5
ENSCAFG00000013098	4	ZNF750	ENSG00000141579	ZNF750	ENSMUSG00000039238	Zfp750
ENSCAFG00000013115	1	MELTF	ENSG00000163975	MELTF	ENSMUSG00000022780	Meltf
ENSCAFG00000013120	3	ZNF512B	ENSG00000196700	ZNF512B	ENSMUSG00000000823	Zfp512b
ENSCAFG00000013129	4	SAMD10	ENSG00000130590	SAMD10	ENSMUSG00000038605	Samd10
ENSCAFG00000013151	2	ARHGAP5	ENSG00000100852	ARHGAP5	ENSMUSG00000035133	Arhgap5
ENSCAFG00000013163	4	EIF4ENIF1	ENSG00000184708	EIF4ENIF1	ENSMUSG00000020454	Eif4enif1
ENSCAFG00000013165	1	PRPF6	ENSG00000101161	PRPF6	ENSMUSG00000002455	Prpf6
ENSCAFG00000013178	1	OLA1	ENSG00000138430	OLA1	ENSMUSG00000027108	Ola1
ENSCAFG00000013179	5	OPRL1	ENSG00000171703	TCEA2	ENSMUSG00000059540	Tcea2
ENSCAFG00000013196	4	TM6SF1	ENSG00000136404	TM6SF1	ENSMUSG00000038623	Tm6sf1
ENSCAFG00000013202	4	SIDT2	ENSG00000149577	SIDT2	ENSMUSG00000034908	Sidt2
ENSCAFG00000013205	1	DHX9	ENSG00000135829	DHX9	ENSMUSG00000042699	Dhx9
ENSCAFG00000013206	0	SFI1	ENSG00000198089	SFI1	ENSMUSG00000023764	Sfi1
ENSCAFG00000013207	3	C34H3orf70	ENSG00000187068	C3orf70	ENSMUSG00000043391	2510009E07Rik
ENSCAFG00000013208	2	HDGFL3	ENSG00000166503	HDGFL3	ENSMUSG00000025104	Hdgfl3
ENSCAFG00000013215	2	GPRC5D	ENSG00000111291	GPRC5D	ENSMUSG00000030205	Gprc5d
ENSCAFG00000013230	5	MAP3K13	ENSG00000073803	MAP3K13	ENSMUSG00000033618	Map3k13
ENSCAFG00000013238	4	PTPN23	ENSG00000076201	PTPN23	ENSMUSG00000036057	Ptpn23
ENSCAFG00000013244	2	CDKN1B	ENSG00000111276	CDKN1B	ENSMUSG00000003031	Cdkn1b
ENSCAFG00000013245	4	GPR19	ENSG00000183150	GPR19	ENSMUSG00000032641	Gpr19
ENSCAFG00000013247	3	PRR14L	ENSG00000183530	PRR14L	ENSMUSG00000054280	Prr14l
ENSCAFG00000013251	3	SNX32	ENSG00000172803	SNX32	ENSMUSG00000056185	Snx32
ENSCAFG00000013263	5	MGMT	ENSG00000170430	MGMT	ENSMUSG00000054612	Mgmt
ENSCAFG00000013276	4	SMG7	ENSG00000116698	SMG7	ENSMUSG00000042772	Smg7
ENSCAFG00000013286	0	KLHL18	ENSG00000114648	KLHL18	ENSMUSG00000054792	Klhl18
ENSCAFG00000013294	2	SKA1	ENSG00000154839	SKA1	ENSMUSG00000036223	Ska1
ENSCAFG00000013298	5	SYCE1	ENSG00000171772	SYCE1	ENSMUSG00000025480	Syce1
ENSCAFG00000013302	1	BAZ1A	ENSG00000198604	BAZ1A	ENSMUSG00000035021	Baz1a
ENSCAFG00000013308	1	HNRNPR	ENSG00000125944	HNRNPR	ENSMUSG00000066037	Hnrnpr
ENSCAFG00000013309	4	INO80D	ENSG00000114933	INO80D	ENSMUSG00000040865	Ino80d
ENSCAFG00000013332	2	ATF2	ENSG00000115966	ATF2	ENSMUSG00000027104	Atf2
ENSCAFG00000013345	5	TRA2B	ENSG00000136527	TRA2B	ENSMUSG00000022858	Tra2b
ENSCAFG00000013350	0	SIPA1	ENSG00000213445	SIPA1	ENSMUSG00000056917	Sipa1
ENSCAFG00000013358	5	KIF9	ENSG00000088727	KIF9	ENSMUSG00000032489	Kif9
ENSCAFG00000013360	1	PPP2R3C	ENSG00000092020	PPP2R3C	ENSMUSG00000021022	Ppp2r3c
ENSCAFG00000013377	3	SMIM10L1	ENSG00000256537	SMIM10L1	ENSMUSG00000072704	Smim10l1
ENSCAFG00000013383	4	PCNX3	ENSG00000197136	PCNX3	ENSMUSG00000054874	Pcnx3
ENSCAFG00000013392	3	SETD2	ENSG00000181555	SETD2	ENSMUSG00000044791	Setd2
ENSCAFG00000013405	0	RHBDD2	ENSG00000005486	RHBDD2	ENSMUSG00000039917	Rhbdd2
ENSCAFG00000013408	2	ZFX	ENSG00000005889	ZFX	ENSMUSG00000079509	Zfx
ENSCAFG00000013415	0	MAP3K11	ENSG00000173327	MAP3K11	ENSMUSG00000004054	Map3k11
ENSCAFG00000013432	3	XXYLT1	ENSG00000173950	XXYLT1	ENSMUSG00000047434	Xxylt1
ENSCAFG00000013434	4	FAM43A	ENSG00000185112	FAM43A	ENSMUSG00000046546	Fam43a
ENSCAFG00000013438	1	MDH1B	ENSG00000138400	MDH1B	ENSMUSG00000025963	Mdh1b
ENSCAFG00000013440	0	ADAM8	ENSG00000151651	ADAM8	ENSMUSG00000025473	Adam8
ENSCAFG00000013442	5	WNT3	ENSG00000108379	WNT3	ENSMUSG00000000125	Wnt3
ENSCAFG00000013457	1	FASTKD2	ENSG00000118246	FASTKD2	ENSMUSG00000025962	Fastkd2
ENSCAFG00000013460	1	C7H1orf21	ENSG00000116667	C1orf21	ENSMUSG00000032666	1700025G04Rik
ENSCAFG00000013483	1	TMEM120A	ENSG00000127952	STYXL1	ENSMUSG00000019178	Styxl1
ENSCAFG00000013494	3	NSF	ENSG00000073969	NSF	ENSMUSG00000034187	Nsf
ENSCAFG00000013505	4	NXPE4	ENSG00000137634	NXPE4	ENSMUSG00000044229	Nxpe4
ENSCAFG00000013507	1	GOLM2	ENSG00000166734	GOLM2	ENSMUSG00000060227	Golm2
ENSCAFG00000013517	0	NBEAL2	ENSG00000160796	NBEAL2	ENSMUSG00000056724	Nbeal2
ENSCAFG00000013519	0	C5H11orf71	ENSG00000180425	C11orf71	ENSMUSG00000042293	Gm5617
ENSCAFG00000013521	1	POLA1	ENSG00000101868	POLA1	ENSMUSG00000006678	Pola1
ENSCAFG00000013522	2	AGPS	ENSG00000018510	AGPS	ENSMUSG00000042410	Agps
ENSCAFG00000013524	1	CRYGS	ENSG00000213139	CRYGS	ENSMUSG00000033501	Crygs
ENSCAFG00000013533	3	TBCCD1	ENSG00000113838	TBCCD1	ENSMUSG00000004462	Tbccd1
ENSCAFG00000013537	5	SRRM3	ENSG00000177679	SRRM3	ENSMUSG00000039860	Srrm3
ENSCAFG00000013552	0	SCYL1	ENSG00000142186	SCYL1	ENSMUSG00000024941	Scyl1
ENSCAFG00000013559	2	PLEKHM3	ENSG00000178385	PLEKHM3	ENSMUSG00000051344	Plekhm3
ENSCAFG00000013572	5		ENSG00000166012	TAF1D	ENSMUSG00000031939	Taf1d
ENSCAFG00000013587	0		ENSG00000197111	PCBP2	ENSMUSG00000056851	Pcbp2
ENSCAFG00000013594	3	ZNF280B	ENSG00000275004	ZNF280B	ENSMUSG00000049764	Zfp280b
ENSCAFG00000013606	5	SPG11	ENSG00000104133	SPG11	ENSMUSG00000033396	Spg11
ENSCAFG00000013619	5	HNRNPH3	ENSG00000096746	HNRNPH3	ENSMUSG00000020069	Hnrnph3
ENSCAFG00000013620	3	TAF1A	ENSG00000143498	TAF1A	ENSMUSG00000072258	Taf1a
ENSCAFG00000013629	5	PATL2	ENSG00000229474	PATL2	ENSMUSG00000027233	Patl2
ENSCAFG00000013639	0	SSC4D	ENSG00000146700	SSC4D	ENSMUSG00000029699	Ssc4d
ENSCAFG00000013648	5	ZP3	ENSG00000188372	ZP3	ENSMUSG00000004948	Zp3
ENSCAFG00000013652	5	TRIM69	ENSG00000185880	TRIM69	ENSMUSG00000033368	Trim69
ENSCAFG00000013654	4	DPF2	ENSG00000133884	DPF2	ENSMUSG00000024826	Dpf2
ENSCAFG00000013659	1	EIF4A2	ENSG00000156976	EIF4A2	ENSMUSG00000022884	Eif4a2
ENSCAFG00000013661	4	TMIE	ENSG00000181585	TMIE	ENSMUSG00000049555	Tmie
ENSCAFG00000013671	2	EFL1	ENSG00000140598	EFL1	ENSMUSG00000038563	Efl1
ENSCAFG00000013679	1	RUFY2	ENSG00000204130	RUFY2	ENSMUSG00000020070	Rufy2
ENSCAFG00000013683	3		ENSG00000267645	AC105052.3	ENSMUSG00000039771	Polr2j
ENSCAFG00000013686	1	RAP1A	ENSG00000116473	RAP1A	ENSMUSG00000068798	Rap1a
ENSCAFG00000013689	1	RFC4	ENSG00000163918	RFC4	ENSMUSG00000022881	Rfc4
ENSCAFG00000013696	0	ALS2CL	ENSG00000178038	ALS2CL	ENSMUSG00000044037	Als2cl
ENSCAFG00000013697	5	C17H1orf162	ENSG00000143110	C1orf162	ENSMUSG00000074342	I830077J02Rik
ENSCAFG00000013708	4	KANSL1	ENSG00000120071	KANSL1	ENSMUSG00000018412	Kansl1
ENSCAFG00000013710	0	DNA2	ENSG00000138346	DNA2	ENSMUSG00000036875	Dna2
ENSCAFG00000013716	5	LRRC2	ENSG00000163827	LRRC2	ENSMUSG00000032495	Lrrc2
ENSCAFG00000013722	1	CDC27	ENSG00000004897	CDC27	ENSMUSG00000020687	Cdc27
ENSCAFG00000013723	0	SHF	ENSG00000138606	SHF	ENSMUSG00000033256	Shf
ENSCAFG00000013731	2	MIPOL1	ENSG00000151338	MIPOL1	ENSMUSG00000047022	Mipol1
ENSCAFG00000013759	4	MEX3B	ENSG00000183496	MEX3B	ENSMUSG00000057706	Mex3b
ENSCAFG00000013761	0	CCAR1	ENSG00000060339	CCAR1	ENSMUSG00000020074	Ccar1
ENSCAFG00000013775	4	TMC3	ENSG00000188869	TMC3	ENSMUSG00000038540	Tmc3
ENSCAFG00000013797	0		ENSG00000108953	YWHAE	ENSMUSG00000020849	Ywhae
ENSCAFG00000013801	3	OSBPL6	ENSG00000079156	OSBPL6	ENSMUSG00000042359	Osbpl6
ENSCAFG00000013807	2	TMEM47	ENSG00000147027	TMEM47	ENSMUSG00000025666	Tmem47
ENSCAFG00000013824	0	PHC1	ENSG00000111752	PHC1	ENSMUSG00000040669	Phc1
ENSCAFG00000013836	2	KANSL1L	ENSG00000144445	KANSL1L	ENSMUSG00000026004	Kansl1l
ENSCAFG00000013839	5	SUPV3L1	ENSG00000156502	SUPV3L1	ENSMUSG00000020079	Supv3l1
ENSCAFG00000013854	4	TLNRD1	ENSG00000140406	TLNRD1	ENSMUSG00000070462	Tlnrd1
ENSCAFG00000013859	1	GEMIN2	ENSG00000092208	GEMIN2	ENSMUSG00000060121	Gemin2
ENSCAFG00000013872	4	TRAPPC6B	ENSG00000182400	TRAPPC6B	ENSMUSG00000020993	Trappc6b
ENSCAFG00000013881	5	RIMKLB	ENSG00000166532	RIMKLB	ENSMUSG00000040649	Rimklb
ENSCAFG00000013901	3	APOBEC1	ENSG00000111701	APOBEC1	ENSMUSG00000040613	Apobec1
ENSCAFG00000013902	5	TTC12	ENSG00000149292	TTC12	ENSMUSG00000040219	Ttc12
ENSCAFG00000013931	5	TPRG1	ENSG00000188001	TPRG1	ENSMUSG00000048399	Tprg
ENSCAFG00000013940	1	CLEC4E	ENSG00000166523	CLEC4E	ENSMUSG00000030142	Clec4e
ENSCAFG00000013943	5	LRFN5	ENSG00000165379	LRFN5	ENSMUSG00000035653	Lrfn5
ENSCAFG00000013964	0	VPS51	ENSG00000149823	VPS51	ENSMUSG00000024797	Vps51
ENSCAFG00000013975	4	ZFPL1	ENSG00000162300	ZFPL1	ENSMUSG00000024792	Zfpl1
ENSCAFG00000013977	2	KLHL28	ENSG00000179454	KLHL28	ENSMUSG00000020948	Klhl28
ENSCAFG00000013984	2	CCDC103	ENSG00000167131	CCDC103	ENSMUSG00000020930	Ccdc103
ENSCAFG00000013993	5	NAALADL1	ENSG00000168060	NAALADL1	ENSMUSG00000054999	Naaladl1
ENSCAFG00000013995	0	CABIN1	ENSG00000099991	CABIN1	ENSMUSG00000020196	Cabin1
ENSCAFG00000014003	1	RPGR	ENSG00000156313	RPGR	ENSMUSG00000031174	Rpgr
ENSCAFG00000014005	1	ANGPTL1	ENSG00000116194	ANGPTL1	ENSMUSG00000033544	Angptl1
ENSCAFG00000014013	4	LIMD1	ENSG00000144791	LIMD1	ENSMUSG00000025239	Limd1
ENSCAFG00000014027	3	LANCL1	ENSG00000115365	LANCL1	ENSMUSG00000026000	Lancl1
ENSCAFG00000014030	4	LARS2	ENSG00000011376	LARS2	ENSMUSG00000035202	Lars2
ENSCAFG00000014046	2	RASAL2	ENSG00000075391	RASAL2	ENSMUSG00000070565	Rasal2
ENSCAFG00000014047	4	PPP2R5B	ENSG00000068971	PPP2R5B	ENSMUSG00000024777	Ppp2r5b
ENSCAFG00000014070	0	TMEM42	ENSG00000169964	TMEM42	ENSMUSG00000066233	Tmem42
ENSCAFG00000014073	0	SLC12A9	ENSG00000146828	SLC12A9	ENSMUSG00000037344	Slc12a9
ENSCAFG00000014079	3	CCDC141	ENSG00000163492	CCDC141	ENSMUSG00000044033	Ccdc141
ENSCAFG00000014083	4	ADAMTS14	ENSG00000138316	ADAMTS14	ENSMUSG00000059901	Adamts14
ENSCAFG00000014085	1	MIS18BP1	ENSG00000129534	MIS18BP1	ENSMUSG00000047534	Mis18bp1
ENSCAFG00000014090	4	LY6D	ENSG00000167656	LY6D	ENSMUSG00000034634	Ly6d
ENSCAFG00000014098	5	C1RL	ENSG00000139178	C1RL	ENSMUSG00000038527	C1rl
ENSCAFG00000014102	4	ADAM11	ENSG00000073670	ADAM11	ENSMUSG00000020926	Adam11
ENSCAFG00000014106	4	ATG2A	ENSG00000110046	ATG2A	ENSMUSG00000024773	Atg2a
ENSCAFG00000014114	2	CABYR	ENSG00000154040	CABYR	ENSMUSG00000024430	Cabyr
ENSCAFG00000014116	1	ATP6AP2	ENSG00000182220	ATP6AP2	ENSMUSG00000031007	Atp6ap2
ENSCAFG00000014128	4	EHD1	ENSG00000110047	EHD1	ENSMUSG00000024772	Ehd1
ENSCAFG00000014131	3	C18H7orf57	ENSG00000164746	C7orf57	ENSMUSG00000040978	Gm11992
ENSCAFG00000014132	1	KIAA1143	ENSG00000163807	KIAA1143	ENSMUSG00000032551	1110059G10Rik
ENSCAFG00000014145	3	ITGA2B	ENSG00000005961	ITGA2B	ENSMUSG00000034664	Itga2b
ENSCAFG00000014153	4	ATP13A1	ENSG00000105726	ATP13A1	ENSMUSG00000031862	Atp13a1
ENSCAFG00000014162	0	EPHB4	ENSG00000196411	EPHB4	ENSMUSG00000029710	Ephb4
ENSCAFG00000014163	5	UBE2E3	ENSG00000170035	UBE2E3	ENSMUSG00000027011	Ube2e3
ENSCAFG00000014170	4	GMIP	ENSG00000089639	GMIP	ENSMUSG00000036246	Gmip
ENSCAFG00000014172	4	ZDHHC8	ENSG00000099904	ZDHHC8	ENSMUSG00000060166	Zdhhc8
ENSCAFG00000014177	5	LRR1	ENSG00000165501	LRR1	ENSMUSG00000034883	Lrr1
ENSCAFG00000014180	4	SLC25A39	ENSG00000013306	SLC25A39	ENSMUSG00000018677	Slc25a39
ENSCAFG00000014185	4	MEN1	ENSG00000133895	MEN1	ENSMUSG00000024947	Men1
ENSCAFG00000014191	0	PBX4	ENSG00000105717	PBX4	ENSMUSG00000031860	Pbx4
ENSCAFG00000014199	4	MOSPD3	ENSG00000106330	MOSPD3	ENSMUSG00000037221	Mospd3
ENSCAFG00000014216	4	MAP4K2	ENSG00000168067	MAP4K2	ENSMUSG00000024948	Map4k2
ENSCAFG00000014226	1	NEMF	ENSG00000165525	NEMF	ENSMUSG00000020982	Nemf
ENSCAFG00000014239	0	SF1	ENSG00000168066	SF1	ENSMUSG00000024949	Sf1
ENSCAFG00000014250	0	VCPKMT	ENSG00000100483	VCPKMT	ENSMUSG00000049882	Vcpkmt
ENSCAFG00000014255	1	SPAG16	ENSG00000144451	SPAG16	ENSMUSG00000053153	Spag16
ENSCAFG00000014260	0	UBTF	ENSG00000108312	UBTF	ENSMUSG00000020923	Ubtf
ENSCAFG00000014269	0	ATXN7L3	ENSG00000087152	ATXN7L3	ENSMUSG00000059995	Atxn7l3
ENSCAFG00000014270	4	CRAMP1	ENSG00000007545	CRAMP1	ENSMUSG00000038002	Cramp1l
ENSCAFG00000014273	2	RDX	ENSG00000137710	RDX	ENSMUSG00000032050	Rdx
ENSCAFG00000014276	0	TMUB2	ENSG00000168591	TMUB2	ENSMUSG00000034757	Tmub2
ENSCAFG00000014277	5	DUT	ENSG00000128951	DUT	ENSMUSG00000027203	Dut
ENSCAFG00000014281	4	PYGM	ENSG00000068976	PYGM	ENSMUSG00000032648	Pygm
ENSCAFG00000014282	4	GNB2	ENSG00000172354	GNB2	ENSMUSG00000029713	Gnb2
ENSCAFG00000014289	2	DNAJC10	ENSG00000077232	DNAJC10	ENSMUSG00000027006	Dnajc10
ENSCAFG00000014291	4	MAU2	ENSG00000129933	MAU2	ENSMUSG00000031858	Mau2
ENSCAFG00000014308	3	ALAS2	ENSG00000158578	ALAS2	ENSMUSG00000025270	Alas2
ENSCAFG00000014309	4	RASGRP2	ENSG00000068831	RASGRP2	ENSMUSG00000032946	Rasgrp2
ENSCAFG00000014319	3	UNC5B	ENSG00000107731	UNC5B	ENSMUSG00000020099	Unc5b
ENSCAFG00000014322	4	PCOLCE	ENSG00000106333	PCOLCE	ENSMUSG00000029718	Pcolce
ENSCAFG00000014324	1	DDX10	ENSG00000178105	DDX10	ENSMUSG00000053289	Ddx10
ENSCAFG00000014329	4	TM6SF2	ENSG00000213996	TM6SF2	ENSMUSG00000036151	Tm6sf2
ENSCAFG00000014334	4	HDAC5	ENSG00000108840	HDAC5	ENSMUSG00000008855	Hdac5
ENSCAFG00000014339	4	SLC29A3	ENSG00000198246	SLC29A3	ENSMUSG00000020100	Slc29a3
ENSCAFG00000014343	4	SAP25	ENSG00000205307	SAP25	ENSMUSG00000079165	Sap25
ENSCAFG00000014369	4	TMEM161A	ENSG00000064545	TMEM161A	ENSMUSG00000002342	Tmem161a
ENSCAFG00000014372	0	G6PC3	ENSG00000141349	G6PC3	ENSMUSG00000034793	G6pc3
ENSCAFG00000014390	5	XRCC5	ENSG00000079246	XRCC5	ENSMUSG00000026187	Xrcc5
ENSCAFG00000014399	2	RABGAP1L	ENSG00000152061	RABGAP1L	ENSMUSG00000026721	Rabgap1l
ENSCAFG00000014412	4	LPCAT3	ENSG00000111684	LPCAT3	ENSMUSG00000004270	Lpcat3
