GeneID	k_cluster	Gene name	Human gene stable ID	Human gene name	Mouse gene stable ID	Mouse gene name
ENSCAFG00000011814	11	RHOD	ENSG00000173156	RHOD	ENSMUSG00000041845	Rhod
ENSCAFG00000011815	0	PNLIP	ENSG00000175535	PNLIP	ENSMUSG00000046008	Pnlip
ENSCAFG00000011821	2	TAGLN2	ENSG00000158710	TAGLN2	ENSMUSG00000026547	Tagln2
ENSCAFG00000011825	4	BCAS1	ENSG00000064787	BCAS1	ENSMUSG00000013523	Bcas1
ENSCAFG00000011828	6	KLHL6	ENSG00000172578	KLHL6	ENSMUSG00000043008	Klhl6
ENSCAFG00000011839	9	CYP24A1	ENSG00000019186	CYP24A1	ENSMUSG00000038567	Cyp24a1
ENSCAFG00000011872	0	G6PC2	ENSG00000152254	G6PC2	ENSMUSG00000005232	G6pc2
ENSCAFG00000011890	7	FAM162A	ENSG00000114023	FAM162A	ENSMUSG00000003955	Fam162a
ENSCAFG00000011891	8	ENO4	ENSG00000188316	ENO4	ENSMUSG00000048029	Eno4
ENSCAFG00000011895	6	PTAFR	ENSG00000169403	PTAFR	ENSMUSG00000056529	Ptafr
ENSCAFG00000011913	4	LAMB3	ENSG00000196878	LAMB3	ENSMUSG00000026639	Lamb3
ENSCAFG00000011920	6	CASS4	ENSG00000087589	CASS4	ENSMUSG00000074570	Cass4
ENSCAFG00000011925	1	HSD11B1	ENSG00000117594	HSD11B1	ENSMUSG00000016194	Hsd11b1
ENSCAFG00000011926	11	FTCD	ENSG00000160282	FTCD	ENSMUSG00000001155	Ftcd
ENSCAFG00000011927	9	RHCG	ENSG00000140519	RHCG	ENSMUSG00000030549	Rhcg
ENSCAFG00000011943	6	TRAF3IP3	ENSG00000009790	TRAF3IP3	ENSMUSG00000037318	Traf3ip3
ENSCAFG00000011945	8	VEGFD	ENSG00000165197	VEGFD	ENSMUSG00000031380	Vegfd
ENSCAFG00000011954	10	XBP1	ENSG00000100219	XBP1	ENSMUSG00000020484	Xbp1
ENSCAFG00000011961	2	TICRR	ENSG00000140534	TICRR	ENSMUSG00000046591	Ticrr
ENSCAFG00000011971	10	IRF6	ENSG00000117595	IRF6	ENSMUSG00000026638	Irf6
ENSCAFG00000011974	6	EPB42	ENSG00000166947	EPB42	ENSMUSG00000023216	Epb42
ENSCAFG00000011977	3	KIF7	ENSG00000166813	KIF7	ENSMUSG00000050382	Kif7
ENSCAFG00000011980	1	ABCB11	ENSG00000073734	ABCB11	ENSMUSG00000027048	Abcb11
ENSCAFG00000011984	7	SPP2	ENSG00000072080	SPP2	ENSMUSG00000026295	Spp2
ENSCAFG00000011986	5	PLIN1	ENSG00000166819	PLIN1	ENSMUSG00000030546	Plin1
ENSCAFG00000011987	9	EMX2	ENSG00000170370	EMX2	ENSMUSG00000043969	Emx2
ENSCAFG00000011995	6	THEMIS2	ENSG00000130775	THEMIS2	ENSMUSG00000037731	Themis2
ENSCAFG00000011996	5	TFAP2C	ENSG00000087510	TFAP2C	ENSMUSG00000028640	Tfap2c
ENSCAFG00000012000	4	TRIM29	ENSG00000137699	TRIM29	ENSMUSG00000032013	Trim29
ENSCAFG00000012001	6	ARL4C	ENSG00000188042	ARL4C	ENSMUSG00000049866	Arl4c
ENSCAFG00000012002	8	WDR93	ENSG00000140527	WDR93	ENSMUSG00000039099	Wdr93
ENSCAFG00000012003	6	LAT2	ENSG00000086730	LAT2	ENSMUSG00000040751	Lat2
ENSCAFG00000012013	11	ANPEP	ENSG00000166825	ANPEP	ENSMUSG00000039062	Anpep
ENSCAFG00000012014	5	SH3BP4	ENSG00000130147	SH3BP4	ENSMUSG00000036206	Sh3bp4
ENSCAFG00000012024	0	SYT14	ENSG00000143469	SYT14	ENSMUSG00000016200	Syt14
ENSCAFG00000012042	10	USP2	ENSG00000036672	USP2	ENSMUSG00000032010	Usp2
ENSCAFG00000012047	4	CAPN9	ENSG00000135773	CAPN9	ENSMUSG00000031981	Capn9
ENSCAFG00000012052	11	IDH2	ENSG00000182054	IDH2	ENSMUSG00000030541	Idh2
ENSCAFG00000012065	7	PCK1	ENSG00000124253	PCK1	ENSMUSG00000027513	Pck1
ENSCAFG00000012068	11	AGT	ENSG00000135744	AGT	ENSMUSG00000031980	Agt
ENSCAFG00000012070	6	FGR	ENSG00000000938	FGR	ENSMUSG00000028874	Fgr
ENSCAFG00000012076	7	SLC25A20	ENSG00000178537	SLC25A20	ENSMUSG00000032602	Slc25a20
ENSCAFG00000012079	5	MCAM	ENSG00000076706	MCAM	ENSMUSG00000032135	Mcam
ENSCAFG00000012081	11	PC	ENSG00000173599	PC	ENSMUSG00000024892	Pcx
ENSCAFG00000012112	10	ACE2	ENSG00000130234	ACE2	ENSMUSG00000015405	Ace2
ENSCAFG00000012119	2	MYLK	ENSG00000065534	MYLK	ENSMUSG00000022836	Mylk
ENSCAFG00000012126	11	HYOU1	ENSG00000149428	HYOU1	ENSMUSG00000032115	Hyou1
ENSCAFG00000012128	9	LRP2	ENSG00000081479	LRP2	ENSMUSG00000027070	Lrp2
ENSCAFG00000012135	8	CD164L2	ENSG00000174950	CD164L2	ENSMUSG00000028865	Cd164l2
ENSCAFG00000012140	2	PRC1	ENSG00000198901	PRC1	ENSMUSG00000038943	Prc1
ENSCAFG00000012149	1	ARNT	ENSG00000143437	ARNT	ENSMUSG00000015522	Arnt
ENSCAFG00000012155	1	LPGAT1	ENSG00000123684	LPGAT1	ENSMUSG00000026623	Lpgat1
ENSCAFG00000012158	11	EIF2B5	ENSG00000145191	EIF2B5	ENSMUSG00000003235	Eif2b5
ENSCAFG00000012163	11	NELFCD	ENSG00000101158	NELFCD	ENSMUSG00000016253	Nelfcd
ENSCAFG00000012173	4	UGT8	ENSG00000174607	UGT8	ENSMUSG00000032854	Ugt8a
ENSCAFG00000012183	11	CTSZ	ENSG00000101160	CTSZ	ENSMUSG00000016256	Ctsz
ENSCAFG00000012211	0	NDST4	ENSG00000138653	NDST4	ENSMUSG00000027971	Ndst4
ENSCAFG00000012226	3	COL6A3	ENSG00000163359	COL6A3	ENSMUSG00000048126	Col6a3
ENSCAFG00000012229	11	NUDC	ENSG00000090273	NUDC	ENSMUSG00000028851	Nudc
ENSCAFG00000012236	4	MLPH	ENSG00000115648	MLPH	ENSMUSG00000026303	Mlph
ENSCAFG00000012242	6	ZNF831	ENSG00000124203	ZNF831	ENSMUSG00000050600	Zfp831
ENSCAFG00000012255	10	RAB17	ENSG00000124839	RAB17	ENSMUSG00000026304	Rab17
ENSCAFG00000012260	2	DTL	ENSG00000143476	DTL	ENSMUSG00000037474	Dtl
ENSCAFG00000012261	11	NR0B2	ENSG00000131910	NR0B2	ENSMUSG00000037583	Nr0b2
ENSCAFG00000012274	7		ENSG00000122873	CISD1	ENSMUSG00000037710	Cisd1
ENSCAFG00000012285	1	CERS2	ENSG00000143418	CERS2	ENSMUSG00000015714	Cers2
ENSCAFG00000012291	11	NIPSNAP1	ENSG00000184117	NIPSNAP1	ENSMUSG00000034285	Nipsnap1
ENSCAFG00000012298	6	FES	ENSG00000182511	FES	ENSMUSG00000053158	Fes
ENSCAFG00000012300	1	PIGV	ENSG00000060642	PIGV	ENSMUSG00000043257	Pigv
ENSCAFG00000012306	10	SPTBN2	ENSG00000173898	SPTBN2	ENSMUSG00000067889	Sptbn2
ENSCAFG00000012331	9	BICC1	ENSG00000122870	BICC1	ENSMUSG00000014329	Bicc1
ENSCAFG00000012370	11	SCLY	ENSG00000132330	SCLY	ENSMUSG00000026307	Scly
ENSCAFG00000012380	11	SLC37A4	ENSG00000137700	SLC37A4	ENSMUSG00000032114	Slc37a4
ENSCAFG00000012381	5	BNIPL	ENSG00000163141	BNIPL	ENSMUSG00000028115	Bnipl
ENSCAFG00000012390	5	NYNRIN	ENSG00000205978	NYNRIN	ENSMUSG00000075592	Nynrin
ENSCAFG00000012392	6	CDC42SE1	ENSG00000197622	CDC42SE1	ENSMUSG00000046722	Cdc42se1
ENSCAFG00000012396	9	PHYHIPL	ENSG00000165443	PHYHIPL	ENSMUSG00000037747	Phyhipl
ENSCAFG00000012417	5	FOXR1	ENSG00000176302	FOXR1	ENSMUSG00000074397	Foxr1
ENSCAFG00000012423	11	CCS	ENSG00000173992	CCS	ENSMUSG00000034108	Ccs
ENSCAFG00000012424	3	SYNPO2	ENSG00000172403	SYNPO2	ENSMUSG00000050315	Synpo2
ENSCAFG00000012440	9	SLC16A9	ENSG00000165449	SLC16A9	ENSMUSG00000037762	Slc16a9
ENSCAFG00000012445	1	PROX1	ENSG00000117707	PROX1	ENSMUSG00000010175	Prox1
ENSCAFG00000012461	6	ASB1	ENSG00000065802	ASB1	ENSMUSG00000026311	Asb1
ENSCAFG00000012468	6	OSM	ENSG00000099985	OSM	ENSMUSG00000058755	Osm
ENSCAFG00000012469	5	TWIST2	ENSG00000233608	TWIST2	ENSMUSG00000007805	Twist2
ENSCAFG00000012478	10	PLEKHA5	ENSG00000052126	PLEKHA5	ENSMUSG00000030231	Plekha5
ENSCAFG00000012487	9	MYO3B	ENSG00000071909	MYO3B	ENSMUSG00000042064	Myo3b
ENSCAFG00000012489	5	CASTOR1	ENSG00000239282	CASTOR1	ENSMUSG00000020424	Castor1
ENSCAFG00000012510	11	PEX19	ENSG00000162735	PEX19	ENSMUSG00000003464	Pex19
ENSCAFG00000012528	11	PSMA7	ENSG00000101182	PSMA7	ENSMUSG00000027566	Psma7
ENSCAFG00000012530	5	PTPN14	ENSG00000152104	PTPN14	ENSMUSG00000026604	Ptpn14
ENSCAFG00000012556	5	HTRA1	ENSG00000166033	HTRA1	ENSMUSG00000006205	Htra1
ENSCAFG00000012564	10	PIK3C2G	ENSG00000139144	PIK3C2G	ENSMUSG00000030228	Pik3c2g
ENSCAFG00000012567	6	SH3BGRL3	ENSG00000142669	SH3BGRL3	ENSMUSG00000028843	Sh3bgrl3
ENSCAFG00000012569	6	CD84	ENSG00000066294	CD84	ENSMUSG00000038147	Cd84
ENSCAFG00000012591	7	NDUFA10	ENSG00000130414	NDUFA10	ENSMUSG00000026260	Ndufa10
ENSCAFG00000012598	6	SLAMF7	ENSG00000026751	SLAMF7	ENSMUSG00000038179	Slamf7
ENSCAFG00000012608	1	PSMD2	ENSG00000175166	PSMD2	ENSMUSG00000006998	Psmd2
ENSCAFG00000012614	5	KCNK2	ENSG00000082482	KCNK2	ENSMUSG00000037624	Kcnk2
ENSCAFG00000012619	1	MGST1	ENSG00000008394	MGST1	ENSMUSG00000008540	Mgst1
ENSCAFG00000012621	6	LY9	ENSG00000122224	LY9	ENSMUSG00000004707	Ly9
ENSCAFG00000012630	4	CNKSR1	ENSG00000142675	CNKSR1	ENSMUSG00000028841	Cnksr1
ENSCAFG00000012639	3	IQGAP1	ENSG00000140575	IQGAP1	ENSMUSG00000030536	Iqgap1
ENSCAFG00000012647	6	CD244	ENSG00000122223	CD244	ENSMUSG00000004709	Cd244a
ENSCAFG00000012650	11	TTC36	ENSG00000172425	TTC36	ENSMUSG00000039438	Ttc36
ENSCAFG00000012661	6	RFX5	ENSG00000143390	RFX5	ENSMUSG00000005774	Rfx5
ENSCAFG00000012677	6	CD79B	ENSG00000007312	CD79B	ENSMUSG00000040592	Cd79b
ENSCAFG00000012694	9	ANK3	ENSG00000151150	ANK3	ENSMUSG00000069601	Ank3
ENSCAFG00000012699	9	HMX2	ENSG00000188816	HMX2	ENSMUSG00000050100	Hmx2
ENSCAFG00000012702	9	SLC30A2	ENSG00000158014	SLC30A2	ENSMUSG00000028836	Slc30a2
ENSCAFG00000012704	4	RBBP8NL	ENSG00000130701	RBBP8NL	ENSMUSG00000038980	Rbbp8nl
ENSCAFG00000012709	4	GATA5	ENSG00000130700	GATA5	ENSMUSG00000015627	Gata5
ENSCAFG00000012716	6	ARHGAP30	ENSG00000186517	ARHGAP30	ENSMUSG00000048865	Arhgap30
ENSCAFG00000012724	3	EPS8	ENSG00000151491	EPS8	ENSMUSG00000015766	Eps8
ENSCAFG00000012736	11	NIT1	ENSG00000158793	NIT1	ENSMUSG00000013997	Nit1
ENSCAFG00000012737	10	SNX27	ENSG00000143367	TUFT1	ENSMUSG00000005968	Tuft1
ENSCAFG00000012775	5	CTBP2	ENSG00000175029	CTBP2	ENSMUSG00000030970	Ctbp2
ENSCAFG00000012783	9	NHS	ENSG00000188158	NHS	ENSMUSG00000059493	Nhs
ENSCAFG00000012789	9	PTPRO	ENSG00000151490	PTPRO	ENSMUSG00000030223	Ptpro
ENSCAFG00000012794	0	CELF3	ENSG00000159409	CELF3	ENSMUSG00000028137	Celf3
ENSCAFG00000012802	6	CD3E	ENSG00000198851	CD3E	ENSMUSG00000032093	Cd3e
ENSCAFG00000012806	10	MPZL2	ENSG00000149573	MPZL2	ENSMUSG00000032092	Mpzl2
ENSCAFG00000012827	9	TCN2	ENSG00000185339	TCN2	ENSMUSG00000020432	Tcn2
ENSCAFG00000012829	4	TMPRSS4	ENSG00000137648	TMPRSS4	ENSMUSG00000032091	Tmprss4
ENSCAFG00000012841	11	THPO	ENSG00000090534	THPO	ENSMUSG00000022847	Thpo
ENSCAFG00000012844	6	IL10RA	ENSG00000110324	IL10RA	ENSMUSG00000032089	Il10ra
ENSCAFG00000012850	7	NDUFS2	ENSG00000158864	NDUFS2	ENSMUSG00000013593	Ndufs2
ENSCAFG00000012858	11	ZSCAN2	ENSG00000176371	ZSCAN2	ENSMUSG00000038797	Zscan2
ENSCAFG00000012869	11	LINGO4	ENSG00000213171	LINGO4	ENSMUSG00000044505	Lingo4
ENSCAFG00000012878	6	FCER1G	ENSG00000158869	FCER1G	ENSMUSG00000058715	Fcer1g
ENSCAFG00000012881	4	ANO7	ENSG00000146205	ANO7	ENSMUSG00000034107	Ano7
ENSCAFG00000012883	6	ARHGDIB	ENSG00000111348	ARHGDIB	ENSMUSG00000030220	Arhgdib
ENSCAFG00000012884	10	RORC	ENSG00000143365	RORC	ENSMUSG00000028150	Rorc
ENSCAFG00000012886	1	APOA2	ENSG00000158874	APOA2	ENSMUSG00000005681	Apoa2
ENSCAFG00000012892	0	ERP27	ENSG00000139055	ERP27	ENSMUSG00000030219	Erp27
ENSCAFG00000012896	6	CAMP	ENSG00000164047	CAMP	ENSMUSG00000038357	Camp
ENSCAFG00000012903	6	RUNX3	ENSG00000020633	RUNX3	ENSMUSG00000070691	Runx3
ENSCAFG00000012904	2	CDK1	ENSG00000170312	CDK1	ENSMUSG00000019942	Cdk1
ENSCAFG00000012912	10	DHX32	ENSG00000089876	DHX32	ENSMUSG00000030986	Dhx32
ENSCAFG00000012913	7	HDLBP	ENSG00000115677	HDLBP	ENSMUSG00000034088	Hdlbp
ENSCAFG00000012921	7	NR1I3	ENSG00000143257	NR1I3	ENSMUSG00000005677	Nr1i3
ENSCAFG00000012928	6	LIMD2	ENSG00000136490	LIMD2	ENSMUSG00000040699	Limd2
ENSCAFG00000012934	5	MAP3K3	ENSG00000198909	MAP3K3	ENSMUSG00000020700	Map3k3
ENSCAFG00000012943	7	TACO1	ENSG00000136463	TACO1	ENSMUSG00000001983	Taco1
ENSCAFG00000012963	8	MGP	ENSG00000111341	MGP	ENSMUSG00000030218	Mgp
ENSCAFG00000012965	5	PACS1	ENSG00000175115	PACS1	ENSMUSG00000024855	Pacs1
ENSCAFG00000012970	11	MLXIPL	ENSG00000009950	MLXIPL	ENSMUSG00000005373	Mlxipl
ENSCAFG00000012972	1	ART4	ENSG00000111339	ART4	ENSMUSG00000030217	Art4
ENSCAFG00000012981	4	PLA2G3	ENSG00000100078	PLA2G3	ENSMUSG00000034579	Pla2g3
ENSCAFG00000012983	5	ADGRG2	ENSG00000173698	ADGRG2	ENSMUSG00000031298	Adgrg2
ENSCAFG00000012986	5	ADAM12	ENSG00000148848	ADAM12	ENSMUSG00000054555	Adam12
ENSCAFG00000012987	0	KCNH6	ENSG00000173826	KCNH6	ENSMUSG00000001901	Kcnh6
ENSCAFG00000012992	7	SDHC	ENSG00000143252	SDHC	ENSMUSG00000058076	Sdhc
ENSCAFG00000012994	5	GRHL3	ENSG00000158055	GRHL3	ENSMUSG00000037188	Grhl3
ENSCAFG00000012998	8	ACE	ENSG00000159640	ACE	ENSMUSG00000020681	Ace
ENSCAFG00000013005	4	EPHB3	ENSG00000182580	EPHB3	ENSMUSG00000005958	Ephb3
ENSCAFG00000013011	7	PDE8A	ENSG00000073417	PDE8A	ENSMUSG00000025584	Pde8a
ENSCAFG00000013012	11	THAP4	ENSG00000176946	THAP4	ENSMUSG00000026279	Thap4
ENSCAFG00000013018	8	RTKN2	ENSG00000182010	RTKN2	ENSMUSG00000037846	Rtkn2
ENSCAFG00000013030	7	PDHA1	ENSG00000131828	PDHA1	ENSMUSG00000031299	Pdha1
ENSCAFG00000013037	4	GUCY2C	ENSG00000070019	GUCY2C	ENSMUSG00000042638	Gucy2c
ENSCAFG00000013047	0	TRIM50	ENSG00000146755	TRIM50	ENSMUSG00000053388	Trim50
ENSCAFG00000013052	5	TANC2	ENSG00000170921	TANC2	ENSMUSG00000053580	Tanc2
ENSCAFG00000013065	5	ZBTB46	ENSG00000130584	ZBTB46	ENSMUSG00000027583	Zbtb46
ENSCAFG00000013075	6	SH3KBP1	ENSG00000147010	SH3KBP1	ENSMUSG00000040990	Sh3kbp1
ENSCAFG00000013077	5	PIK3IP1	ENSG00000100100	PIK3IP1	ENSMUSG00000034614	Pik3ip1
ENSCAFG00000013085	7	HMGCL	ENSG00000117305	HMGCL	ENSMUSG00000028672	Hmgcl
ENSCAFG00000013089	6	PLBD1	ENSG00000121316	PLBD1	ENSMUSG00000030214	Plbd1
ENSCAFG00000013108	3	AP3B2	ENSG00000103723	AP3B2	ENSMUSG00000062444	Ap3b2
ENSCAFG00000013122	10	MAGI3	ENSG00000081026	MAGI3	ENSMUSG00000052539	Magi3
ENSCAFG00000013127	9	CLRN3	ENSG00000180745	CLRN3	ENSMUSG00000050866	Clrn3
ENSCAFG00000013162	3	TAGLN	ENSG00000149591	TAGLN	ENSMUSG00000032085	Tagln
ENSCAFG00000013168	6	CTSW	ENSG00000172543	CTSW	ENSMUSG00000024910	Ctsw
ENSCAFG00000013180	3	DDR2	ENSG00000162733	DDR2	ENSMUSG00000026674	Ddr2
ENSCAFG00000013204	6	PTPRE	ENSG00000132334	PTPRE	ENSMUSG00000041836	Ptpre
ENSCAFG00000013211	1	HSD17B7	ENSG00000132196	HSD17B7	ENSMUSG00000026675	Hsd17b7
ENSCAFG00000013217	4	GPRC5A	ENSG00000013588	GPRC5A	ENSMUSG00000046733	Gprc5a
ENSCAFG00000013218	7	EHHADH	ENSG00000113790	EHHADH	ENSMUSG00000022853	Ehhadh
ENSCAFG00000013222	0	MYT1	ENSG00000196132	MYT1	ENSMUSG00000010505	Myt1
ENSCAFG00000013234	3	LAMC1	ENSG00000135862	LAMC1	ENSMUSG00000026478	Lamc1
ENSCAFG00000013243	4	LAMC2	ENSG00000058085	LAMC2	ENSMUSG00000026479	Lamc2
ENSCAFG00000013246	4	LIPH	ENSG00000163898	LIPH	ENSMUSG00000044626	Liph
ENSCAFG00000013250	10	RGS5	ENSG00000143248	RGS5	ENSMUSG00000026678	Rgs5
ENSCAFG00000013255	2	MKI67	ENSG00000148773	MKI67	ENSMUSG00000031004	Mki67
ENSCAFG00000013256	5	MRC2	ENSG00000011028	MRC2	ENSMUSG00000020695	Mrc2
ENSCAFG00000013270	0	LRRTM3	ENSG00000198739	LRRTM3	ENSMUSG00000042846	Lrrtm3
ENSCAFG00000013271	6	WIPF1	ENSG00000115935	WIPF1	ENSMUSG00000075284	Wipf1
ENSCAFG00000013273	2	E2F2	ENSG00000007968	E2F2	ENSMUSG00000018983	E2f2
ENSCAFG00000013285	4	OVOL1	ENSG00000172818	OVOL1	ENSMUSG00000024922	Ovol1
ENSCAFG00000013291	7	TCEA3	ENSG00000204219	TCEA3	ENSMUSG00000001604	Tcea3
ENSCAFG00000013305	7	DNAJC12	ENSG00000108176	DNAJC12	ENSMUSG00000036764	Dnajc12
ENSCAFG00000013314	6	NCF2	ENSG00000116701	NCF2	ENSMUSG00000026480	Ncf2
ENSCAFG00000013317	3	LMX1A	ENSG00000162761	LMX1A	ENSMUSG00000026686	Lmx1a
ENSCAFG00000013320	1	APOA1	ENSG00000118137	APOA1	ENSMUSG00000032083	Apoa1
ENSCAFG00000013322	1	APOC3	ENSG00000110245	APOC3	ENSMUSG00000032081	Apoc3
ENSCAFG00000013327	1	APOA5	ENSG00000110243	APOA5	ENSMUSG00000032079	Apoa5
ENSCAFG00000013333	7	NDUFS1	ENSG00000023228	NDUFS1	ENSMUSG00000025968	Ndufs1
ENSCAFG00000013349	8	APOBEC4	ENSG00000173627	APOBEC4	ENSMUSG00000055547	Apobec4
ENSCAFG00000013352	4	BCL2L14	ENSG00000121380	BCL2L14	ENSMUSG00000030200	Bcl2l14
ENSCAFG00000013354	11	BDH1	ENSG00000161267	BDH1	ENSMUSG00000046598	Bdh1
ENSCAFG00000013369	1	PRDX4	ENSG00000123131	PRDX4	ENSMUSG00000025289	Prdx4
ENSCAFG00000013410	9	RGL1	ENSG00000143344	RGL1	ENSMUSG00000026482	Rgl1
ENSCAFG00000013411	7	ECHS1	ENSG00000127884	ECHS1	ENSMUSG00000025465	Echs1
ENSCAFG00000013417	4	STYK1	ENSG00000060140	STYK1	ENSMUSG00000032899	Styk1
ENSCAFG00000013418	6	NFKBIA	ENSG00000100906	NFKBIA	ENSMUSG00000021025	Nfkbia
ENSCAFG00000013436	9	HOXD11	ENSG00000128713	HOXD11	ENSMUSG00000042499	Hoxd11
ENSCAFG00000013447	9	HOXD10	ENSG00000128710	HOXD10	ENSMUSG00000050368	Hoxd10
ENSCAFG00000013459	6	KLRD1	ENSG00000134539	KLRD1	ENSMUSG00000030165	Klrd1
ENSCAFG00000013464	3	HOXD3	ENSG00000128652	HOXD3	ENSMUSG00000079277	Hoxd3
ENSCAFG00000013475	1	HERC4	ENSG00000148634	HERC4	ENSMUSG00000020064	Herc4
ENSCAFG00000013479	7	GABARAPL1	ENSG00000139112	GABARAPL1	ENSMUSG00000030161	Gabarapl1
ENSCAFG00000013488	9	TMEM52B	ENSG00000165685	TMEM52B	ENSMUSG00000030160	Tmem52b
ENSCAFG00000013490	3	NIBAN1	ENSG00000135842	NIBAN1	ENSMUSG00000026483	Niban1
ENSCAFG00000013506	10	NFE2L2	ENSG00000116044	NFE2L2	ENSMUSG00000015839	Nfe2l2
ENSCAFG00000013545	3	ARX	ENSG00000004848	ARX	ENSMUSG00000035277	Arx
ENSCAFG00000013568	1	AHSG	ENSG00000145192	AHSG	ENSMUSG00000022868	Ahsg
ENSCAFG00000013591	1	FETUB	ENSG00000090512	FETUB	ENSMUSG00000022871	Fetub
ENSCAFG00000013599	1	HRG	ENSG00000113905	HRG	ENSMUSG00000022877	Hrg
ENSCAFG00000013600	11	PTH1R	ENSG00000160801	PTH1R	ENSMUSG00000032492	Pth1r
ENSCAFG00000013617	7	IDH1	ENSG00000138413	IDH1	ENSMUSG00000025950	Idh1
ENSCAFG00000013633	1	B2M	ENSG00000166710	B2M	ENSMUSG00000060802	B2m
ENSCAFG00000013643	3	WNT2B	ENSG00000134245	WNT2B	ENSMUSG00000027840	Wnt2b
ENSCAFG00000013650	3	CTTNBP2NL	ENSG00000143079	CTTNBP2NL	ENSMUSG00000062127	Cttnbp2nl
ENSCAFG00000013655	6	HMCN1	ENSG00000143341	HMCN1	ENSMUSG00000066842	Hmcn1
ENSCAFG00000013662	5	CDC42EP2	ENSG00000149798	CDC42EP2	ENSMUSG00000045664	Cdc42ep2
ENSCAFG00000013663	5	GNAZ	ENSG00000128266	GNAZ	ENSMUSG00000040009	Gnaz
ENSCAFG00000013667	5	ARHGEF10	ENSG00000104728	ARHGEF10	ENSMUSG00000071176	Arhgef10
ENSCAFG00000013672	7	SORD	ENSG00000140263	SORD	ENSMUSG00000027227	Sord
ENSCAFG00000013684	1	PIKFYVE	ENSG00000115020	PIKFYVE	ENSMUSG00000025949	Pikfyve
ENSCAFG00000013690	8	PAX9	ENSG00000198807	PAX9	ENSMUSG00000001497	Pax9
ENSCAFG00000013693	4	DUOX2	ENSG00000140279	DUOX2	ENSMUSG00000068452	Duox2
ENSCAFG00000013698	1	ST6GAL1	ENSG00000073849	ST6GAL1	ENSMUSG00000022885	St6gal1
ENSCAFG00000013701	4	DUOXA2	ENSG00000140274	DUOXA2	ENSMUSG00000027225	Duoxa2
ENSCAFG00000013707	5	DUOXA1	ENSG00000140254	DUOXA1	ENSMUSG00000027224	Duoxa1
ENSCAFG00000013714	5	ORAI2	ENSG00000160991	ORAI2	ENSMUSG00000039747	Orai2
ENSCAFG00000013715	4	DUOX1	ENSG00000137857	DUOX1	ENSMUSG00000033268	Duox1
ENSCAFG00000013733	9	GATM	ENSG00000171766	GATM	ENSMUSG00000027199	Gatm
ENSCAFG00000013740	3	MAP2	ENSG00000078018	MAP2	ENSMUSG00000015222	Map2
ENSCAFG00000013743	10	FOXA1	ENSG00000129514	FOXA1	ENSMUSG00000035451	Foxa1
ENSCAFG00000013756	8	CLEC14A	ENSG00000176435	CLEC14A	ENSMUSG00000045930	Clec14a
ENSCAFG00000013786	6	CCR2	ENSG00000121807	CCR2	ENSMUSG00000049103	Ccr2
ENSCAFG00000013792	1	STARD5	ENSG00000172345	STARD5	ENSMUSG00000046027	Stard5
ENSCAFG00000013819	6	FMNL1	ENSG00000184922	FMNL1	ENSMUSG00000055805	Fmnl1
ENSCAFG00000013826	7	SEC23A	ENSG00000100934	SEC23A	ENSMUSG00000020986	Sec23a
ENSCAFG00000013833	6	IL16	ENSG00000172349	IL16	ENSMUSG00000001741	Il16
ENSCAFG00000013834	9	NPHS2	ENSG00000116218	NPHS2	ENSMUSG00000026602	Nphs2
ENSCAFG00000013838	1	MASP1	ENSG00000127241	MASP1	ENSMUSG00000022887	Masp1
ENSCAFG00000013843	7	UPB1	ENSG00000100024	UPB1	ENSMUSG00000033427	Upb1
ENSCAFG00000013849	8	CFAP161	ENSG00000156206	CFAP161	ENSMUSG00000011154	Cfap161
ENSCAFG00000013863	3	CEMIP	ENSG00000103888	CEMIP	ENSMUSG00000052353	Cemip
ENSCAFG00000013869	11	NMT1	ENSG00000136448	NMT1	ENSMUSG00000020936	Nmt1
ENSCAFG00000013891	0	SST	ENSG00000157005	SST	ENSMUSG00000004366	Sst
ENSCAFG00000013892	5	MFAP5	ENSG00000197614	MFAP5	ENSMUSG00000030116	Mfap5
ENSCAFG00000013897	6	AICDA	ENSG00000111732	AICDA	ENSMUSG00000040627	Aicda
ENSCAFG00000013916	11	SYVN1	ENSG00000162298	SYVN1	ENSMUSG00000024807	Syvn1
ENSCAFG00000013917	5	HK1	ENSG00000156515	HK1	ENSMUSG00000037012	Hk1
ENSCAFG00000013924	5	PLCD3	ENSG00000161714	PLCD3	ENSMUSG00000020937	Plcd3
ENSCAFG00000013952	4	TACR2	ENSG00000075073	TACR2	ENSMUSG00000020081	Tacr2
ENSCAFG00000013954	2	KIF18B	ENSG00000186185	KIF18B	ENSMUSG00000051378	Kif18b
ENSCAFG00000013958	11	FAH	ENSG00000103876	FAH	ENSMUSG00000030630	Fah
ENSCAFG00000013961	5	TP63	ENSG00000073282	TP63	ENSMUSG00000022510	Trp63
ENSCAFG00000013963	7	BCO2	ENSG00000197580	BCO2	ENSMUSG00000032066	Bco2
ENSCAFG00000013966	1	CPS1	ENSG00000021826	CPS1	ENSMUSG00000025991	Cps1
ENSCAFG00000013980	2	CDCA5	ENSG00000146670	CDCA5	ENSMUSG00000024791	Cdca5
ENSCAFG00000013981	2	RALGPS2	ENSG00000116191	RALGPS2	ENSMUSG00000026594	Ralgps2
